subset,bucket,val,count,std,min,max,mean,median,p25,p75
az-en,50.0-120.0,0,111225,0.35403763520274706,0.102803738317757,9.924528301886792,0.9648615550970935,0.9411764705882353,0.7413793103448276,1.1428571428571428
az-en,120.0-500.0,0,76429,0.30685387346497095,0.10067114093959731,5.880597014925373,0.8331004715048558,0.8291139240506329,0.6176470588235294,1.026143790849673
az-en,500.0-∞,0,1497,0.27951087726407764,0.10018214936247723,2.3366533864541834,0.6296317392046665,0.6262425447316103,0.40472673559822747,0.8350877192982457
be-en,0.0-20.0,0,34795,0.9763709426975216,0.1,10.0,1.1593751432613328,1.0,0.7222222222222222,1.2
be-en,20.0-50.0,0,25023,0.5122537522266524,0.1,9.709677419354838,0.7711928843505461,0.75,0.45454545454545453,0.96875
be-en,50.0-120.0,0,5066,0.489829281747341,0.1,9.882352941176471,0.8317430849507758,0.865762650163815,0.5884978991596639,1.0389295170848567
be-en,120.0-500.0,0,1289,0.3192598510465242,0.10106382978723404,2.297872340425532,0.9415778008546162,0.9733333333333334,0.8376068376068376,1.0995475113122173
be-en,500.0-∞,0,40,0.19639540102736897,0.4870395634379263,1.32,0.9974596957249737,1.015178291583287,0.936302979174365,1.1094761765433259
bg-en,0.0-20.0,0,349250,0.6991828345603145,0.1,10.0,1.3113608276528101,1.1578947368421053,0.9411764705882353,1.5
bg-en,20.0-50.0,0,464413,0.3816141887292656,0.1,9.342105263157896,1.1323886491167268,1.0769230769230769,0.9047619047619048,1.2903225806451613
bg-en,50.0-120.0,0,157921,0.2783245600800938,0.1,6.649122807017544,1.053591557921398,1.0303030303030303,0.9,1.1818181818181819
bg-en,120.0-500.0,0,26807,0.19348195999390602,0.1,7.502415458937198,0.9694870681662188,0.9606741573033708,0.8814814814814815,1.0456285943073451
bg-en,500.0-∞,0,377,0.13323498911629209,0.10982658959537572,1.3513097072419107,0.9169928175721689,0.9310344827586207,0.884020618556701,0.9822834645669292
bn-en,0.0-20.0,0,250517,0.6748369491748688,0.1,10.0,1.205646227341942,1.0555555555555556,0.875,1.3529411764705883
bn-en,20.0-50.0,0,329206,0.3866954907875051,0.1,9.7,1.027579958298735,0.9777777777777777,0.8076923076923077,1.1818181818181819
bn-en,50.0-120.0,0,241799,0.3377581583691791,0.1,9.067796610169491,1.0188360301222172,0.9803921568627451,0.8356164383561644,1.146067415730337
bn-en,120.0-500.0,0,174227,0.2423258638341242,0.10040160642570281,6.08,0.9405612613174051,0.9226190476190477,0.8007968127490039,1.0551724137931036
bn-en,500.0-∞,0,2704,0.24615685430179532,0.1553784860557769,1.6367265469061876,0.6357813367560601,0.5923253871265997,0.44387833121446907,0.834563608875005
br-en,0.0-20.0,0,77445,0.8315917029918061,0.1,10.0,1.1115540387993375,1.0,0.7222222222222222,1.2
br-en,20.0-50.0,0,59567,0.43722814265271814,0.1,9.962962962962964,0.8416615791973214,0.7916666666666666,0.5952380952380952,1.0
br-en,50.0-120.0,0,13585,0.3963792068081694,0.1,9.067796610169491,0.7396458296407359,0.7857142857142857,0.5047619047619047,0.9571428571428572
br-en,120.0-500.0,0,1098,0.1772056446742309,0.104,1.6473988439306357,0.8768171832786076,0.8996138996138996,0.8111501316944688,0.9705882352941176
br-en,500.0-∞,0,14,0.0886816282610204,0.7262969588550984,1.0289256198347108,0.918207303855937,0.9374296802677491,0.8823353508230493,0.9693480279586894
ca-en,0.0-20.0,0,338855,0.6377336296683512,0.1,10.0,1.1933217748094822,1.0,0.8823529411764706,1.3333333333333333
ca-en,20.0-50.0,0,429164,0.32992512693974824,0.1,9.904761904761905,0.990797944279208,0.9615384615384616,0.8095238095238095,1.1333333333333333
ca-en,50.0-120.0,0,181764,0.25446487002836804,0.1,6.764705882352941,0.9258916497362428,0.9245283018867925,0.8103448275862069,1.0422535211267605
ca-en,120.0-500.0,0,45584,0.17223574881747392,0.1,3.6136363636363638,0.9024957398589538,0.8984771573604061,0.8253968253968254,0.9736842105263158
ca-en,500.0-∞,0,1258,0.0902993316969246,0.20840950639853748,2.0700729927007298,0.8888243605641797,0.8869633472117944,0.8458102845510466,0.9334758837564179
cs-en,0.0-20.0,0,364524,0.6327661114896053,0.1,10.0,1.2603982677290897,1.105263157894737,1.0,1.4285714285714286
cs-en,20.0-50.0,0,432589,0.3371381107604212,0.1,9.6,1.118876868089633,1.0666666666666667,0.9333333333333333,1.2619047619047619
cs-en,50.0-120.0,0,156625,0.2609643429995111,0.1,8.785714285714286,1.0656505276007795,1.0505050505050506,0.9333333333333333,1.1864406779661016
cs-en,120.0-500.0,0,43906,0.2029952695819486,0.1,7.184523809523809,1.0488566399127224,1.0444444444444445,0.9583333333333334,1.143884892086331
cs-en,500.0-∞,0,688,0.2107519278467116,0.13435897435897437,1.782010582010582,0.9620124492639786,1.0,0.8837697880091555,1.089206082946764
cy-en,0.0-20.0,0,162334,0.5272576362844825,0.1,10.0,1.0249926177906166,1.0,0.8235294117647058,1.0555555555555556
cy-en,20.0-50.0,0,90801,0.3247715838084753,0.1,9.818181818181818,0.8666153431756821,0.8780487804878049,0.7142857142857143,1.0
cy-en,50.0-120.0,0,28493,0.2959295081676606,0.1,9.537037037037036,0.8226366455374108,0.8727272727272727,0.7419354838709677,0.9833333333333333
cy-en,120.0-500.0,0,5959,0.19783428608959824,0.10144927536231885,3.642857142857143,0.9339858958010661,0.9338842975206612,0.861271676300578,0.9948324376225213
cy-en,500.0-∞,0,97,0.1610609483890676,0.5668789808917197,1.7772861356932153,0.9772633539412938,0.9539568345323741,0.9155172413793103,0.9902912621359223
da-en,0.0-20.0,0,276079,0.7663198804771628,0.1,10.0,1.2912773071251664,1.0625,0.9230769230769231,1.4166666666666667
da-en,20.0-50.0,0,413085,0.454041452020416,0.1,9.95,1.144073231211293,1.05,0.8918918918918919,1.2962962962962963
da-en,50.0-120.0,0,183267,0.3394503840094029,0.1,8.864406779661017,1.0791797859936236,1.0344827586206897,0.9137931034482759,1.182608695652174
da-en,120.0-500.0,0,123584,0.1992019945515662,0.1,5.338983050847458,0.9953550653575488,0.9933774834437086,0.9099099099099099,1.077922077922078
da-en,500.0-∞,0,2152,0.2061050492542018,0.10485436893203884,3.3121272365805168,0.9342488243726403,0.9694947291893856,0.8932546310355298,1.0277365236523652
de-en,0.0-20.0,0,192621,0.6847937373423887,0.1,10.0,1.1423189414295483,1.0,0.8888888888888888,1.1666666666666667
de-en,20.0-50.0,0,376645,0.35017186455534044,0.1,9.703703703703704,0.9833210627538845,0.9714285714285714,0.8148148148148148,1.0612244897959184
de-en,50.0-120.0,0,246446,0.31117087542329724,0.1,9.026315789473685,0.9572186428026501,0.9365079365079365,0.8095238095238095,1.037037037037037
de-en,120.0-500.0,0,178018,0.23354960846788525,0.1003584229390681,9.31858407079646,0.9096574255765669,0.9022641831852358,0.8075313807531381,1.0
de-en,500.0-∞,0,4633,0.2516612948661884,0.10265087422447829,6.529644268774703,0.8559982557060054,0.8793418647166362,0.7760141093474426,0.9611650485436893
dz-en,0.0-20.0,0,281,0.9743097672551027,0.2222222222222222,8.714285714285714,1.1034419054246793,0.8,0.6666666666666666,1.1428571428571428
dz-en,20.0-50.0,0,190,0.18186959463120056,0.25,1.2857142857142858,0.7594397073248104,0.75,0.631159420289855,0.8662162162162163
dz-en,50.0-120.0,0,121,0.21801511170525925,0.44594594594594594,2.595505617977528,0.7780102483777128,0.7536231884057971,0.6666666666666666,0.8470588235294118
dz-en,120.0-500.0,0,13,0.10371104907145891,0.6111111111111112,0.904,0.7649301892155429,0.7723577235772358,0.672,0.8442622950819673
ar-en,0.0-20.0,0,334171,0.7843528763995915,0.1,10.0,1.4667946267417282,1.3125,1.0,1.6666666666666667
ar-en,20.0-50.0,0,419068,0.416038387930426,0.1,9.833333333333334,1.2474866226800332,1.2058823529411764,1.0,1.4285714285714286
ar-en,50.0-120.0,0,153747,0.36255690854540107,0.1,9.6,1.1995163740024561,1.1785714285714286,1.011764705882353,1.3518518518518519
ar-en,120.0-500.0,0,88802,0.29372736668173177,0.10071942446043165,9.470967741935484,1.182828661246973,1.1818181818181819,1.047337278106509,1.3096774193548386
ar-en,500.0-∞,0,1980,0.43193227412212815,0.1038961038961039,8.870676691729324,1.060445844752338,1.1079553804776228,0.9402956128925178,1.2258401763990268
el-en,0.0-20.0,0,303956,0.7459369885135664,0.1,10.0,1.2684556828879774,1.1,0.875,1.4285714285714286
el-en,20.0-50.0,0,450973,0.39039685373509714,0.1,9.95,1.0420351277052289,1.0,0.8222222222222222,1.1851851851851851
el-en,50.0-120.0,0,187451,0.2947734842794388,0.1,9.45,0.9539603628253513,0.9298245614035088,0.8076923076923077,1.0666666666666667
el-en,120.0-500.0,0,54873,0.23514466707872508,0.10086455331412104,5.680272108843537,0.904391158387696,0.8872180451127819,0.8099173553719008,0.970873786407767
el-en,500.0-∞,0,1064,0.19389867892541085,0.10744985673352435,3.4060606060606062,0.8392706111938574,0.8600932090545939,0.7975514069264069,0.9175912656218699
en-eo,0.0-20.0,0,129237,1.097309667485673,0.1,10.0,1.470755519158243,1.1428571428571428,1.0,1.5
en-eo,20.0-50.0,0,159596,0.29922717756803696,0.1,7.541666666666667,1.0214259840767748,1.0,0.8636363636363636,1.1515151515151516
en-eo,50.0-120.0,0,40613,0.24198326155101593,0.1,6.66,0.9426220020221726,0.9565217391304348,0.8309859154929577,1.0694444444444444
en-eo,120.0-500.0,0,6197,0.20003132862213238,0.10047846889952153,2.0677083333333335,0.9322938440512543,0.9533678756476683,0.8661971830985915,1.0330882352941178
en-eo,500.0-∞,0,147,0.1506609964489388,0.13764510779436154,1.1481481481481481,0.9154713313284855,0.9490131578947368,0.8897701027369986,1.0
en-es,0.0-20.0,0,261509,0.5823607139282244,0.1,10.0,1.171020659947747,1.0588235294117647,0.9090909090909091,1.2857142857142858
en-es,20.0-50.0,0,387356,0.3194390096151051,0.1,9.758620689655173,1.0158880748011934,1.0,0.8478260869565217,1.1481481481481481
en-es,50.0-120.0,0,210499,0.28633791138580095,0.1,9.481481481481481,1.0351053600729025,1.025974025974026,0.9,1.1512605042016806
en-es,120.0-500.0,0,136571,0.2232377256960227,0.10106382978723404,8.104529616724738,1.0898833502958005,1.0857142857142856,0.9957983193277311,1.17989417989418
en-es,500.0-∞,0,2957,0.3104140691635162,0.10114942528735632,9.350574712643677,1.0350392530525026,1.0751592356687898,0.9867256637168141,1.149025069637883
en-et,0.0-20.0,0,301581,0.6051578793198629,0.1,10.0,1.163216617207541,1.0,0.8947368421052632,1.2666666666666666
en-et,20.0-50.0,0,417236,0.2982174942602624,0.1,9.954545454545455,0.9566158874414971,0.95,0.7857142857142857,1.0909090909090908
en-et,50.0-120.0,0,187941,0.24517510044066299,0.1,9.01388888888889,0.9000787506516081,0.9036144578313253,0.7692307692307693,1.0188679245283019
en-et,120.0-500.0,0,86281,0.1859089943225718,0.10074626865671642,8.85,0.9201534983478127,0.9166666666666666,0.828125,1.0024875621890548
en-et,500.0-∞,0,5868,0.15225026501421773,0.10338345864661654,2.6758747697974217,0.9482776931060868,0.9714985663062006,0.8931394401416035,1.023957222541219
en-eu,0.0-20.0,0,328028,0.8594955053346005,0.1,10.0,1.3598148233513905,1.1538461538461537,1.0,1.4736842105263157
en-eu,20.0-50.0,0,364300,0.40013685353641104,0.1,9.863636363636363,1.0744092888802392,1.0434782608695652,0.8571428571428571,1.2380952380952381
en-eu,50.0-120.0,0,203617,0.3411736463358529,0.1,8.728571428571428,1.01009918096855,1.0,0.8363636363636363,1.1454545454545455
en-eu,120.0-500.0,0,99902,0.284586435632243,0.10047846889952153,8.128048780487806,0.9657634136911301,0.9724409448818898,0.8342857142857143,1.098360655737705
en-eu,500.0-∞,0,1862,0.23034816307869396,0.10310965630114566,2.254416961130742,0.9583973623068822,1.0122055355525377,0.8842618601747816,1.0937896070975919
en-fa,0.0-20.0,0,286025,0.6828514742400762,0.1,10.0,1.0701811687996765,0.9411764705882353,0.7368421052631579,1.2
en-fa,20.0-50.0,0,457533,0.38003612041476553,0.1,10.0,0.92431967630052,0.8823529411764706,0.7297297297297297,1.0512820512820513
en-fa,50.0-120.0,0,199182,0.46225945297470417,0.1,9.972972972972974,0.9143050181986527,0.868421052631579,0.7358490566037735,1.0098039215686274
en-fa,120.0-500.0,0,53516,0.6544310883212537,0.1,9.341666666666667,1.0031451498529387,0.8652482269503546,0.7377777777777778,1.0159574468085106
en-fa,500.0-∞,0,1058,0.5488305536749896,0.10843373493975904,4.887067395264117,0.9266354767467145,0.8262216128440303,0.6881763834848222,0.9776294451523224
en-fi,0.0-20.0,0,251946,0.7148828487631395,0.1,10.0,1.2344066225238013,1.0714285714285714,0.8947368421052632,1.368421052631579
en-fi,20.0-50.0,0,437475,0.3295873631419236,0.1,9.80952380952381,0.8978333783287469,0.875,0.6956521739130435,1.0588235294117647
en-fi,50.0-120.0,0,228184,0.3028630510684514,0.1,9.22,0.8146925025061611,0.8108108108108109,0.6181818181818182,0.9833333333333333
en-fi,120.0-500.0,0,79972,0.240623569486968,0.10236220472440945,6.86231884057971,0.954093296128407,0.9738761654908357,0.8552631578947368,1.0778720443286858
en-fi,500.0-∞,0,996,0.2373335934883133,0.1267056530214425,2.5386313465783665,0.9560570551336082,0.9948979591836735,0.8989207696314225,1.0647270900800399
en-fr,0.0-20.0,0,181701,0.6944740499919725,0.1,10.0,1.273908837966792,1.125,1.0,1.411764705882353
en-fr,20.0-50.0,0,307684,0.4089116255828284,0.1,10.0,1.0717236410278588,1.0357142857142858,0.8620689655172413,1.2195121951219512
en-fr,50.0-120.0,0,247786,0.36300439409477475,0.1,9.582417582417582,1.1070940254651802,1.0823529411764705,0.9354838709677419,1.2391304347826086
en-fr,120.0-500.0,0,254779,0.24948433887674146,0.1,9.671140939597315,1.1287271552021918,1.1213592233009708,1.0150375939849625,1.233644859813084
en-fr,500.0-∞,0,6763,0.27508283511672926,0.11275964391691394,9.838038632986628,1.0649737149514211,1.0881529850746268,0.9929395954040174,1.1761316208832904
en-fy,0.0-20.0,0,32754,1.0616578877799359,0.1,10.0,1.5183166910558925,1.1818181818181819,1.0,1.6
en-fy,20.0-50.0,0,15087,0.42664732833280405,0.10204081632653061,9.791666666666666,1.146553191293287,1.1111111111111112,0.96,1.2941176470588236
en-fy,50.0-120.0,0,4258,0.32736335681331896,0.1,8.254901960784315,1.0849062964854503,1.0875,0.9661016949152542,1.2115384615384615
en-fy,120.0-500.0,0,1759,0.23143894751491567,0.10493827160493827,4.432203389830509,1.0812132570325566,1.0879396984924623,0.9956092153460574,1.1752817840261787
en-fy,500.0-∞,0,114,0.15220252099355355,0.2725752508361204,1.516724336793541,1.051863862383873,1.0531205799151344,0.9930063237295825,1.120186925415184
en-ga,0.0-20.0,0,145311,1.260153000696724,0.1,10.0,1.59226096583481,1.2,1.0,1.6
en-ga,20.0-50.0,0,56912,0.45731547325000405,0.1,9.285714285714286,1.1572478068810372,1.1290322580645162,0.9375,1.3214285714285714
en-ga,50.0-120.0,0,32635,0.3017384482450768,0.1,7.802631578947368,1.0677607365993276,1.0632911392405062,0.9466666666666667,1.1896551724137931
en-ga,120.0-500.0,0,50723,0.1909336962797752,0.1,9.783333333333333,1.0682170064118628,1.0597014925373134,0.9805825242718447,1.1476510067114094
en-ga,500.0-∞,0,1526,0.1638988730881183,0.11605723370429252,3.3247011952191237,1.0495116527431703,1.0569331243469176,0.9930585644136337,1.1273831511979888
en-gd,0.0-20.0,0,7946,0.6710526948444688,0.25,9.666666666666666,1.4061981980362501,1.1111111111111112,1.0,1.6
en-gd,20.0-50.0,0,6190,0.3654826659636337,0.2857142857142857,7.934782608695652,1.2737203692965782,1.16,1.0,1.4583333333333333
en-gd,50.0-120.0,0,1799,0.23743180956676285,0.3880597014925373,3.3225806451612905,1.218668156982318,1.1785714285714286,1.0,1.3661971830985915
en-gd,120.0-500.0,0,360,0.18399485458605508,0.7263681592039801,2.0,1.2430961932305689,1.219712525667351,1.127522295046739,1.336831789023521
en-gd,500.0-∞,0,20,0.10308022087940764,0.8745247148288974,1.3056957462148522,1.1576091235989874,1.169747205436979,1.1325038083367955,1.2132097334878331
en-gl,0.0-20.0,0,194795,0.9897957732558008,0.1111111111111111,10.0,1.4070230840526052,1.125,0.9444444444444444,1.5
en-gl,20.0-50.0,0,217588,0.373564011890312,0.1,10.0,1.0282981859210376,1.0,0.8157894736842105,1.1818181818181819
en-gl,50.0-120.0,0,82441,0.2631288781737942,0.1,7.549019607843137,0.958877811682291,0.9634146341463414,0.821917808219178,1.09375
en-gl,120.0-500.0,0,18598,0.1984674175648468,0.1,3.50314465408805,0.9804689617736211,1.0,0.8957345971563981,1.0909090909090908
en-gl,500.0-∞,0,662,0.1033615823216235,0.16085271317829458,1.3045186640471513,1.0347846941067713,1.0370411825448977,0.9934771131408057,1.0911417052471344
en-gu,0.0-20.0,0,172980,0.9844908640750663,0.14285714285714285,10.0,1.3836091037946416,1.105263157894737,0.9411764705882353,1.4705882352941178
en-gu,20.0-50.0,0,107938,0.2783027746106192,0.1,8.047619047619047,1.0657625000450226,1.0357142857142858,0.9069767441860465,1.186046511627907
en-gu,50.0-120.0,0,30291,0.17733727922944226,0.1,4.128205128205129,1.005080523827228,1.0,0.9,1.1
en-gu,120.0-500.0,0,5846,0.13447458354327824,0.10067114093959731,1.893939393939394,0.9840417123130208,0.9938269252753116,0.9206349206349206,1.0584415584415585
en-gu,500.0-∞,0,84,0.08204301370200928,0.6350877192982456,1.2220367278797997,0.9755501871953562,1.0,0.9690565118936458,1.0009191176470589
en-ha,0.0-20.0,0,4684,1.3979716953304655,0.18181818181818182,10.0,1.7571967883718265,1.4,1.0,1.8333333333333333
en-ha,20.0-50.0,0,23042,0.39633194475366,0.10256410256410256,9.88888888888889,1.2045143963883829,1.1612903225806452,0.9583333333333334,1.3863636363636365
en-ha,50.0-120.0,0,41646,0.26260455716635195,0.1,4.387096774193548,1.0438902082903665,1.0336606552733454,0.8831168831168831,1.186217510259918
en-ha,120.0-500.0,0,28278,0.2129163255306845,0.1036036036036036,2.6914893617021276,0.9575553598632791,0.9694889219884565,0.83630329847144,1.0886075949367089
en-ha,500.0-∞,0,204,0.26077242628459235,0.11708860759493671,1.1450094161958568,0.714199601310718,0.7594498381877023,0.5270543792556664,0.9163965201465201
en-he,0.0-20.0,0,310238,0.5918796317932521,0.1,10.0,0.9709154860196877,0.875,0.7058823529411765,1.0555555555555556
en-he,20.0-50.0,0,476270,0.25083882057697693,0.1,9.666666666666666,0.7903447228761666,0.7692307692307693,0.6451612903225806,0.9047619047619048
en-he,50.0-120.0,0,196166,0.17809092636805116,0.1,3.625,0.7377790707291751,0.7384615384615385,0.6395348837209303,0.8354430379746836
en-he,120.0-500.0,0,15653,0.16016174442332137,0.10294117647058823,2.767741935483871,0.6950606289654491,0.7086092715231788,0.6137931034482759,0.7906976744186046
en-he,500.0-∞,0,12,0.19024563113385068,0.3738140417457306,1.103448275862069,0.8688646704842545,0.8946737423250377,0.8007533262646647,0.9868820501173442
en-hi,0.0-20.0,0,178018,1.0695390530086581,0.1,10.0,1.367246888112997,1.0833333333333333,0.8947368421052632,1.4285714285714286
en-hi,20.0-50.0,0,164289,0.35883689266915586,0.1,9.964285714285714,1.0580570190806278,1.027027027027027,0.8636363636363636,1.2045454545454546
en-hi,50.0-120.0,0,105545,0.290051476200225,0.1,5.418367346938775,1.025450537820879,1.010204081632653,0.8591549295774648,1.1728395061728396
en-hi,120.0-500.0,0,82673,0.23018587220351003,0.10067114093959731,4.282258064516129,1.0347038217812372,1.0317460317460319,0.9025157232704403,1.1677215189873418
en-hi,500.0-∞,0,1711,0.20318049767601892,0.10124333925399645,1.5335753176043556,0.9658672562482031,0.9843081312410842,0.8707231346385153,1.0887005649717514
en-hr,0.0-20.0,0,311084,0.6211575638145636,0.1,10.0,1.1019892549283552,1.0,0.8181818181818182,1.2
en-hr,20.0-50.0,0,478115,0.2816496164768339,0.1,7.857142857142857,0.8878980147663069,0.875,0.72,1.0344827586206897
en-hr,50.0-120.0,0,190965,0.22846289232075762,0.1,4.26,0.8218972107064267,0.8363636363636363,0.6842105263157895,0.9636363636363636
en-hr,120.0-500.0,0,18566,0.21180862257589297,0.10144927536231885,2.725806451612903,0.8443852998274161,0.8741258741258742,0.7299270072992701,0.9807692307692307
en-hr,500.0-∞,0,41,0.09979822556813943,0.7263969171483622,1.1511194029850746,0.9957984914068491,1.016453382084095,0.9592641261498029,1.0501835985312118
en-hu,0.0-20.0,0,314260,0.6189240143545374,0.1,10.0,1.1413019620119023,1.0,0.8333333333333334,1.2727272727272727
en-hu,20.0-50.0,0,460683,0.3014302646255154,0.1,9.153846153846153,0.9381025689810549,0.9130434782608695,0.7586206896551724,1.0833333333333333
en-hu,50.0-120.0,0,185664,0.237220853597703,0.1,9.803030303030303,0.9164765667675612,0.9166666666666666,0.7831325301204819,1.0476190476190477
en-hu,120.0-500.0,0,37519,0.20297388317382567,0.10071942446043165,7.316666666666666,0.991672702732145,1.0,0.8933333333333333,1.099584346596299
en-hu,500.0-∞,0,531,0.19297861870769747,0.11833550065019506,3.0277349768875195,1.0091672942583212,1.0193423597678917,0.9559938524590164,1.0863291425982557
en-hy,0.0-20.0,0,3079,1.652073008428709,0.125,10.0,1.8338805998715533,1.25,0.9230769230769231,2.0
en-hy,20.0-50.0,0,2832,0.3674376089475187,0.1,4.391304347826087,1.044874452276457,1.0408163265306123,0.8518518518518519,1.25
en-hy,50.0-120.0,0,977,0.27566841899249395,0.1044776119402985,2.3333333333333335,1.0040698003687398,1.0,0.8448275862068966,1.1587301587301588
en-hy,120.0-500.0,0,96,0.2289346508952417,0.1968503937007874,1.4825174825174825,0.9228354952722894,0.9321976724574128,0.7967213114754099,1.0806451612903225
en-id,0.0-20.0,0,357020,0.593142590058516,0.1,10.0,1.2050973206424886,1.0666666666666667,0.9333333333333333,1.3636363636363635
en-id,20.0-50.0,0,462514,0.4326976549908984,0.1,10.0,1.1029623195208624,1.064516129032258,0.9,1.2439024390243902
en-id,50.0-120.0,0,160977,0.5559663340799479,0.1,9.982142857142858,1.1180568950258465,1.0454545454545454,0.9026548672566371,1.196969696969697
en-id,120.0-500.0,0,17801,0.6904174430946218,0.10062893081761007,8.620967741935484,1.2934053828714585,1.1111111111111112,0.9562043795620438,1.375
en-id,500.0-∞,0,65,0.5700866177091938,0.2572614107883817,2.9015625,1.1114082205292473,1.0707070707070707,0.786910197869102,1.2
en-ig,0.0-20.0,0,8135,0.6656135847120023,0.1111111111111111,9.666666666666666,1.3458468035652011,1.1875,1.0,1.5454545454545454
en-ig,20.0-50.0,0,7120,0.3113448578920667,0.10204081632653061,5.142857142857143,1.1156194173379872,1.0689655172413792,0.95,1.25
en-ig,50.0-120.0,0,2387,0.19825084789353295,0.22580645161290322,1.7692307692307692,1.0034349049500104,1.0169491525423728,0.891566265060241,1.1372549019607843
en-ig,120.0-500.0,0,712,0.16548445361153963,0.5440414507772021,1.8943089430894309,1.0270990503558104,1.0272108843537415,0.96,1.0972972972972972
en-ig,500.0-∞,0,23,0.14985486868576128,0.594913714804723,1.0137867647058822,0.7531751446715181,0.6647058823529411,0.6647058823529411,0.903954802259887
en-is,0.0-20.0,0,339860,0.7271552679767953,0.1,10.0,1.240195350870498,1.0909090909090908,0.9090909090909091,1.3571428571428572
en-is,20.0-50.0,0,487504,0.2924617205864729,0.1,7.956521739130435,0.9390623100480335,0.9259259259259259,0.7619047619047619,1.0869565217391304
en-is,50.0-120.0,0,159888,0.22685295394875069,0.1,5.413793103448276,0.8446603840331568,0.8539325842696629,0.7142857142857143,0.9814814814814815
en-is,120.0-500.0,0,11505,0.2093772952853927,0.1,3.463636363636364,0.8304339858857805,0.8473282442748091,0.7241379310344828,0.9568345323741008
en-is,500.0-∞,0,70,0.2502163366869724,0.17391304347826086,2.0015680125441,0.9404306874153393,0.9746922348484849,0.8806452628723136,1.0221798396778066
en-it,0.0-20.0,0,274527,0.7039441871155737,0.1,10.0,1.2353572113051172,1.0714285714285714,0.9230769230769231,1.3571428571428572
en-it,20.0-50.0,0,397559,0.3522308232394807,0.1,10.0,1.0549364578245588,1.027027027027027,0.8636363636363636,1.2
en-it,50.0-120.0,0,212736,0.30784421422826863,0.1,9.981481481481481,1.0504654860392006,1.0357142857142858,0.9076923076923077,1.1690140845070423
en-it,120.0-500.0,0,111213,0.25007762048578963,0.1,7.642384105960265,1.0633663323867533,1.0593607305936072,0.9653179190751445,1.1589403973509933
en-it,500.0-∞,0,2029,0.31313176186232555,0.10012210012210013,9.82425068119891,0.9951056472899525,1.0277227722772277,0.9349804941482445,1.105643994211288
